ID,Action
17108,allow
32963,deny
32321,allow
12942,allow
2715,drop
47132,allow
63336,allow
49644,allow
17704,allow
47083,allow
50688,deny
37859,allow
56853,allow
7209,deny
22286,allow
26145,allow
24148,drop
48804,deny
64603,drop
54130,allow
5398,deny
15346,drop
3178,allow
42564,allow
33637,allow
33289,allow
37220,allow
32927,deny
8175,allow
4376,deny
27583,allow
17576,allow
18932,allow
50764,deny
57732,allow
33609,allow
28067,deny
25328,drop
1600,allow
34516,deny
45617,drop
7570,allow
6008,drop
51769,deny
1671,allow
38013,allow
13137,drop
24244,allow
31406,allow
55945,allow
21330,deny
23257,drop
11382,drop
27109,allow
53667,drop
60986,allow
60957,drop
36354,allow
9205,deny
11724,allow
64915,allow
37555,deny
57036,allow
17434,drop
63918,allow
36649,allow
43948,drop
10011,drop
51770,deny
33867,deny
49296,allow
5955,deny
14826,drop
50371,deny
38387,allow
22588,allow
44436,deny
14601,drop
17656,allow
41883,allow
51233,allow
64383,allow
40101,allow
43905,drop
32828,allow
18527,drop
6705,deny
40308,deny
332,allow
34881,allow
61107,allow
63659,drop
38497,allow
40671,allow
15206,drop
38841,allow
53019,allow
59196,allow
4610,deny
54220,allow
44764,drop
21308,deny
2331,deny
8179,allow
46714,allow
1306,drop
9700,deny
35171,allow
52221,allow
40335,allow
39548,deny
25848,deny
31109,allow
44481,allow
31794,drop
16442,deny
41182,allow
36304,allow
35316,drop
44047,deny
17676,allow
23305,allow
50296,allow
29690,allow
33133,allow
55087,allow
4895,allow
13967,drop
47626,drop
54968,deny
53439,allow
63925,allow
7301,deny
25884,deny
12896,allow
63261,allow
30320,allow
48212,allow
21342,drop
19939,allow
21735,deny
15657,allow
58855,allow
62918,allow
35115,allow
115,allow
18654,allow
43257,deny
9753,allow
5479,allow
55519,allow
29689,allow
15081,allow
6324,deny
8059,drop
57916,allow
30974,deny
51409,drop
28424,drop
32908,deny
23613,deny
11534,allow
32505,allow
39162,allow
42457,drop
65495,allow
41430,deny
8374,drop
62114,allow
7284,deny
57572,allow
37046,drop
1831,drop
8953,allow
31929,allow
43681,deny
11252,allow
10224,allow
11268,allow
15316,allow
47707,allow
31058,drop
64324,drop
49453,drop
11000,allow
62533,allow
54072,allow
36178,drop
60454,allow
34636,deny
48320,drop
21503,allow
41699,allow
62054,allow
46166,deny
32201,allow
5212,deny
64663,deny
44138,deny
40169,allow
13641,allow
51532,allow
64113,allow
62542,allow
53755,allow
47052,drop
6558,allow
4099,allow
63353,allow
57125,allow
4340,allow
64978,deny
61384,deny
16179,drop
60229,drop
50107,allow
32140,drop
61081,allow
24658,allow
62828,drop
31700,allow
43235,deny
27206,allow
53951,deny
3563,allow
42160,drop
40480,allow
20833,drop
63274,deny
59715,allow
24793,drop
12850,allow
49460,allow
45621,drop
61200,allow
4767,allow
10366,allow
9410,deny
45912,allow
45851,allow
25429,deny
45580,deny
60784,allow
23577,deny
46927,allow
59668,allow
46096,allow
54033,deny
59212,allow
64693,allow
60739,drop
33237,allow
18690,drop
57585,allow
25012,allow
19604,drop
1326,drop
1754,deny
3805,allow
62595,allow
1874,drop
49747,deny
20850,drop
27913,allow
55746,deny
14789,allow
16538,allow
10111,allow
60732,deny
12409,deny
8305,allow
45070,allow
16869,drop
17783,allow
53768,drop
6788,drop
47050,drop
28032,deny
54219,allow
2495,allow
14940,allow
1901,deny
4763,drop
14754,drop
41499,allow
40273,drop
52431,deny
55193,deny
56852,allow
46283,allow
21821,allow
42571,allow
55012,allow
15287,drop
62879,drop
14483,deny
61093,allow
2660,deny
24653,allow
34289,allow
60196,drop
25716,allow
32693,allow
5694,drop
44957,allow
24276,allow
47495,allow
45554,deny
17759,allow
44920,allow
26927,deny
65080,deny
6136,allow
3426,allow
6840,deny
15430,allow
52139,drop
40061,allow
12218,allow
15879,allow
56493,allow
44743,drop
63517,drop
41826,drop
43580,deny
8360,drop
27614,allow
2315,drop
8335,deny
40080,allow
51533,allow
1815,deny
17826,allow
49514,allow
22004,drop
60246,drop
32926,deny
24,allow
7200,deny
7225,deny
63275,deny
25649,allow
29884,allow
59539,drop
46264,allow
60182,deny
40476,allow
12119,allow
9855,allow
35880,deny
46133,allow
11108,drop
57265,drop
35869,allow
53759,deny
2805,drop
51261,allow
34149,drop
41562,allow
47255,allow
65131,allow
42344,allow
32237,allow
9223,drop
24298,drop
57548,allow
34103,allow
55504,allow
57663,allow
9530,allow
23227,deny
5368,allow
64330,allow
63907,allow
23471,allow
44594,allow
34553,deny
5573,allow
52970,allow
22335,allow
48856,allow
63951,drop
31592,drop
38401,allow
26588,drop
1358,drop
8359,drop
1842,drop
4526,allow
63451,drop
51660,drop
11697,allow
4645,drop
34676,allow
30907,allow
32606,deny
13897,allow
5903,allow
48018,allow
38662,deny
60923,drop
25111,allow
28119,allow
62113,allow
61454,deny
714,allow
20910,allow
21396,drop
35334,drop
15529,drop
1912,drop
56491,allow
1268,allow
51216,allow
29416,allow
6777,allow
21637,allow
35241,allow
15187,drop
20187,allow
27053,drop
39915,deny
50343,allow
24586,allow
236,drop
13557,deny
29681,allow
40094,allow
56825,deny
28852,drop
2860,allow
24453,deny
30233,allow
42788,allow
58419,allow
24423,drop
14620,allow
55532,allow
57990,deny
26452,drop
14405,drop
14492,allow
35827,allow
44921,allow
16883,drop
60565,deny
58553,allow
59190,allow
60366,allow
14884,deny
45272,allow
40819,allow
55145,allow
10870,drop
36741,deny
17132,allow
8125,deny
65359,deny
1354,deny
36391,allow
413,allow
21068,allow
50078,deny
37627,deny
53840,allow
50364,deny
9405,deny
23069,allow
60287,allow
19138,deny
39711,allow
12418,drop
33394,allow
16456,drop
56792,drop
16920,drop
60508,allow
13040,drop
9464,allow
20865,drop
49455,drop
51507,allow
33322,allow
12164,allow
51522,allow
17082,deny
1750,drop
10825,allow
10219,allow
37565,deny
35590,allow
33744,allow
52218,allow
44154,drop
51278,allow
6645,allow
57878,deny
42321,allow
43425,allow
9904,allow
45722,allow
21488,allow
2883,allow
23,allow
52205,allow
42447,deny
121,allow
28227,allow
48762,allow
57469,allow
47540,deny
21550,allow
49115,deny
44347,deny
53590,deny
13428,allow
41974,allow
40257,drop
23246,deny
60031,allow
8963,drop
10846,allow
29169,drop
50783,deny
26558,allow
5466,allow
1627,allow
21973,allow
4420,allow
42167,drop
24183,allow
28883,allow
49218,drop
52415,deny
54209,allow
29950,deny
11896,drop
22427,deny
53681,deny
31898,allow
49604,allow
63021,allow
15063,allow
60820,allow
7163,deny
42029,allow
9087,allow
54969,deny
14344,deny
46343,allow
42393,drop
29518,deny
55998,allow
51018,drop
28829,deny
27641,deny
52638,allow
27483,deny
44625,allow
45835,allow
21733,drop
10443,deny
1506,allow
6612,allow
15479,allow
44766,deny
15211,deny
15152,deny
14541,deny
3601,deny
46785,allow
50997,drop
44357,deny
34164,deny
59910,allow
19744,allow
3470,allow
65370,deny
65431,drop
42807,deny
48132,drop
25887,drop
40207,drop
46316,allow
60700,allow
41327,allow
18342,allow
49830,allow
11828,allow
34985,drop
22005,drop
53099,allow
11344,deny
52282,allow
18003,drop
56895,allow
21372,deny
49992,drop
45684,allow
28434,drop
9661,deny
51432,drop
21404,allow
41819,deny
23151,deny
7364,deny
19691,drop
8569,allow
65119,allow
19194,allow
6769,deny
1278,allow
53789,allow
40331,allow
21077,allow
37811,allow
12904,allow
48837,deny
64422,allow
43603,drop
27010,allow
27785,allow
5350,allow
65271,allow
8612,deny
59416,drop
24956,allow
6056,deny
28083,deny
53307,drop
20165,allow
53517,allow
24066,allow
21482,drop
53938,deny
27538,allow
38735,deny
38917,allow
18676,allow
64440,allow
8089,allow
22932,allow
210,drop
30933,drop
20437,drop
47529,drop
28409,drop
41511,allow
60200,drop
9127,allow
65020,drop
21860,drop
51436,drop
29355,allow
55307,allow
47977,allow
10441,drop
5547,allow
52509,allow
9308,allow
29135,deny
10892,deny
55472,allow
60212,drop
46706,allow
22873,deny
25995,allow
25989,drop
51066,deny
52640,allow
18933,allow
42898,deny
1675,allow
64359,allow
28476,deny
3339,allow
51919,allow
31259,allow
8559,allow
5671,deny
28420,drop
57887,deny
57104,allow
63827,deny
105,allow
37151,allow
45745,allow
37178,allow
3206,drop
46909,allow
18182,deny
8823,deny
2987,allow
62383,allow
5447,allow
54934,allow
25461,allow
45703,allow
51593,allow
52348,allow
53693,allow
35513,allow
4413,allow
33596,allow
48573,allow
59848,deny
38247,drop
14699,allow
49868,deny
25272,drop
14436,drop
19265,drop
62044,allow
17382,deny
50966,allow
57650,allow
44586,allow
51525,allow
24294,allow
11210,allow
62204,deny
42884,deny
58977,allow
47748,drop
59840,drop
18923,allow
50082,deny
43277,deny
42769,allow
29455,allow
64493,allow
6076,deny
21978,allow
16386,allow
39322,allow
40767,allow
43358,drop
15401,deny
24437,deny
6211,allow
49300,allow
12023,allow
26141,allow
49990,drop
9531,allow
61728,deny
38320,allow
4122,drop
22811,drop
222,drop
31178,deny
18170,allow
64846,allow
64181,drop
42716,allow
5631,deny
15703,allow
19453,allow
15514,allow
9600,deny
6709,drop
17821,allow
21136,allow
59374,allow
53390,allow
61130,allow
2973,allow
62064,allow
32127,deny
28328,allow
1873,drop
65386,drop
9211,deny
20419,allow
10415,drop
19437,allow
3123,allow
44900,allow
63148,drop
52024,allow
13117,drop
41263,allow
24600,allow
58654,drop
27543,allow
57088,allow
52510,allow
30507,drop
57570,allow
47889,allow
1712,allow
53636,deny
2149,allow
39089,drop
61947,allow
19422,allow
64582,deny
28324,allow
41321,allow
49973,allow
64665,drop
11832,allow
21806,allow
18621,allow
51005,drop
25745,allow
55416,allow
4665,drop
33671,allow
55331,allow
13820,allow
33814,drop
52898,deny
16372,allow
34316,drop
38003,allow
37951,allow
7169,deny
37298,allow
24226,allow
31616,deny
44129,allow
35802,deny
6965,allow
49343,allow
55718,deny
29378,allow
44999,allow
65301,allow
33652,allow
32741,allow
44718,drop
47238,allow
47960,allow
1645,allow
52323,allow
31370,allow
41109,deny
119,allow
35286,drop
53629,drop
7219,deny
2429,deny
8574,deny
1219,allow
46020,deny
36763,allow
51249,allow
14438,deny
11229,allow
64063,allow
50429,deny
23094,deny
31414,allow
62633,allow
56537,allow
60864,allow
12768,allow
53988,drop
23971,drop
55800,deny
55302,allow
36254,allow
55612,allow
32731,allow
28631,allow
2980,allow
39543,drop
55687,drop
46991,allow
52894,drop
36953,allow
21201,allow
34532,deny
50401,drop
7047,deny
52239,drop
37609,deny
44513,deny
59559,deny
61143,allow
58378,allow
13277,allow
56542,allow
36361,allow
41550,allow
32255,deny
32744,allow
34112,allow
5930,allow
43866,allow
35606,allow
14944,drop
58584,allow
43830,allow
58143,allow
794,allow
39430,deny
63945,drop
30780,allow
31015,deny
32451,allow
19128,deny
30386,drop
39588,allow
39388,allow
41209,allow
2654,drop
54338,deny
24726,drop
53442,allow
50650,drop
12042,allow
52195,allow
17267,allow
41643,allow
21997,deny
30360,allow
42829,drop
43270,drop
39534,deny
43430,allow
18666,allow
8762,drop
885,allow
50535,drop
63347,allow
25840,deny
29647,allow
35844,allow
23489,allow
15919,deny
13525,deny
49364,drop
29829,allow
62494,allow
58792,allow
23967,drop
14955,deny
45062,allow
26579,allow
34311,allow
51106,deny
5598,allow
27916,allow
49650,allow
64152,drop
54073,allow
13736,allow
56173,allow
19988,allow
1915,drop
24008,deny
57456,allow
55672,drop
45556,drop
34633,drop
6221,allow
16759,allow
36697,allow
42203,allow
7668,deny
44326,drop
59061,deny
33717,allow
43931,deny
55378,allow
50504,allow
4197,deny
49262,allow
4444,allow
51038,drop
56760,drop
3404,allow
56418,allow
23282,deny
43833,allow
52268,allow
21839,deny
27879,allow
22370,allow
46302,allow
24734,deny
62006,allow
17223,allow
2611,allow
33499,allow
33363,drop
33956,allow
20677,allow
25299,drop
62409,allow
33350,drop
9329,allow
13577,drop
64804,allow
7556,allow
37897,allow
61175,allow
23108,drop
3011,allow
49759,drop
50201,allow
45898,allow
32427,allow
63065,deny
35610,allow
14817,deny
9341,allow
1520,allow
36324,allow
31357,allow
42309,allow
40158,allow
2323,drop
41955,allow
9178,deny
32662,allow
3471,allow
18558,deny
12484,drop
54413,deny
29614,drop
4838,allow
18964,allow
19774,allow
64282,allow
13202,allow
62908,allow
65184,allow
31749,deny
47244,allow
64070,allow
44031,drop
63860,drop
62579,allow
21163,allow
33611,allow
33172,allow
1186,allow
61675,allow
2382,allow
838,allow
64291,allow
2596,allow
26291,allow
31853,allow
49875,allow
40971,drop
21640,allow
57414,drop
1062,deny
41124,allow
17672,allow
31159,allow
38847,allow
21394,drop
6057,drop
4231,deny
25627,allow
47665,allow
60189,deny
39911,drop
65228,allow
60061,allow
61005,drop
16539,allow
21085,allow
28719,deny
51463,deny
56946,allow
55080,allow
18958,allow
38140,drop
28429,deny
48676,drop
44260,allow
43700,allow
21790,allow
3409,allow
63766,allow
13895,allow
26544,allow
63333,allow
4680,deny
28192,deny
58298,deny
17301,allow
32996,drop
21675,drop
49254,allow
25958,deny
24494,allow
48722,drop
24312,deny
3394,allow
62180,drop
31855,allow
47590,drop
45584,drop
14889,allow
32599,drop
55902,allow
13402,allow
37718,allow
59222,allow
48038,deny
15456,allow
30731,allow
53006,allow
38080,drop
25568,deny
27365,allow
61247,drop
17336,deny
63497,drop
29054,allow
20249,deny
31660,allow
50870,allow
7617,deny
44893,allow
52124,drop
5463,allow
41377,deny
35219,allow
445,allow
2259,drop
57901,allow
15165,drop
32581,deny
55885,allow
356,deny
7293,deny
28188,deny
59408,allow
18302,allow
22688,allow
9125,allow
7299,deny
54679,allow
10021,deny
55528,allow
27186,allow
32611,drop
12323,allow
32880,allow
63217,deny
19545,allow
11859,deny
1663,allow
42838,drop
29526,drop
36531,drop
11879,deny
25866,drop
58843,allow
3513,allow
4235,deny
52530,allow
40391,allow
12798,allow
49152,allow
49052,drop
7339,deny
21653,drop
53714,allow
26319,allow
48003,allow
13833,allow
45332,allow
30753,allow
16512,deny
38920,allow
10926,deny
22016,deny
60302,drop
43379,deny
15500,allow
14523,allow
3189,drop
37238,drop
19447,allow
46613,allow
39485,drop
50602,allow
26990,allow
59294,allow
56643,allow
43951,deny
50397,drop
50163,allow
26495,deny
46456,drop
36660,allow
62159,allow
8610,allow
40598,deny
16200,drop
47382,allow
19164,allow
53897,allow
20169,allow
23087,allow
39164,allow
8352,drop
29126,drop
60863,allow
65354,drop
34541,drop
26549,allow
41787,drop
20926,allow
45375,allow
38712,allow
45426,allow
11636,allow
41866,allow
42293,allow
6372,drop
49387,drop
4739,drop
38221,allow
3313,allow
57944,allow
8369,deny
7967,deny
50346,allow
47186,allow
43227,drop
52857,deny
29837,allow
43134,allow
21591,allow
47829,allow
27834,deny
42092,drop
28633,allow
29943,deny
3293,drop
5006,allow
64252,drop
57313,drop
10265,allow
16276,allow
26280,allow
21183,allow
31104,allow
24534,allow
52601,allow
24126,drop
56131,allow
36878,allow
29674,allow
30649,allow
60319,drop
21012,drop
52728,allow
31573,drop
27013,allow
46597,allow
27790,deny
56678,allow
16611,deny
24285,allow
40838,allow
20170,allow
56322,deny
21748,deny
29961,deny
60164,allow
39894,deny
28798,drop
40498,drop
15293,deny
39577,allow
27589,allow
18009,drop
37549,deny
4265,drop
10811,allow
24483,allow
63815,drop
57452,allow
25578,deny
20179,allow
986,deny
150,drop
52429,deny
51926,allow
16666,allow
3050,allow
5613,drop
14217,allow
22890,deny
29850,allow
33280,allow
42142,deny
60230,deny
62049,allow
7699,deny
10733,allow
51386,deny
36689,allow
44392,drop
3578,allow
41986,allow
54914,allow
26950,drop
9009,allow
26127,allow
21785,deny
22497,deny
64896,allow
21198,allow
24508,allow
30389,drop
24283,allow
29606,deny
37191,allow
8709,allow
10452,deny
28016,drop
18850,allow
46071,allow
38718,allow
1733,allow
32637,deny
63184,deny
21101,allow
15356,allow
36819,allow
50483,allow
51641,allow
23960,deny
49938,allow
41205,allow
13128,drop
63662,drop
549,deny
56794,drop
22622,allow
6313,drop
5128,drop
18665,allow
40317,allow
48014,allow
25739,allow
3561,allow
20295,drop
13265,allow
43846,allow
57600,allow
22090,deny
26942,deny
44567,allow
11525,allow
61686,drop
39661,deny
23172,deny
51960,allow
705,allow
42193,deny
33864,drop
19955,allow
14182,allow
46015,deny
6358,drop
3329,allow
3987,allow
11150,allow
11211,allow
26842,drop
51569,allow
13358,allow
33666,allow
31563,deny
53447,allow
5151,drop
63716,allow
26836,drop
44962,allow
34860,allow
10966,drop
32444,allow
49401,drop
8943,allow
40283,deny
57686,allow
5977,deny
45962,drop
26701,allow
6900,allow
25713,allow
11386,deny
15975,deny
36687,allow
30357,allow
20545,allow
65296,allow
16139,drop
62966,allow
54723,allow
39373,allow
47094,allow
56218,drop
3728,deny
21841,drop
58623,drop
32753,allow
62862,drop
13038,drop
61341,deny
62209,drop
9005,allow
24799,drop
5328,allow
20349,drop
45299,drop
32105,drop
15644,allow
33342,deny
52893,drop
26428,drop
51437,drop
33061,allow
17725,allow
43087,allow
4756,deny
21659,drop
21486,drop
23877,allow
11978,drop
57139,allow
24241,allow
23341,allow
26566,allow
31264,allow
39441,drop
56876,allow
47010,deny
47656,allow
16992,allow
2941,drop
11459,deny
11886,deny
19261,drop
7481,deny
25790,allow
8206,allow
17983,deny
45591,drop
44772,drop
40484,allow
18430,drop
21194,allow
59106,drop
17833,allow
47250,allow
31150,allow
21858,deny
21721,deny
32682,allow
53300,drop
54501,allow
45623,drop
19819,allow
17420,deny
24754,drop
38420,allow
27197,allow
34216,drop
25796,allow
61320,deny
40910,allow
9436,allow
42860,drop
62712,allow
46346,allow
5606,allow
58246,drop
22632,allow
7230,deny
46629,deny
32635,drop
49199,deny
27345,deny
5209,deny
48144,drop
15466,allow
21654,deny
25924,deny
36904,allow
54898,allow
18145,allow
38322,allow
24286,allow
18943,allow
2856,allow
32103,drop
13181,allow
63392,allow
64226,deny
37089,deny
2669,deny
51259,allow
57720,allow
50551,allow
28746,drop
39889,deny
24230,allow
13712,drop
15422,allow
7808,deny
25660,allow
27612,allow
23660,deny
24702,allow
32714,drop
28380,drop
23843,allow
40089,allow
52941,allow
29816,allow
85,allow
62686,allow
35529,allow
33162,allow
33705,allow
49756,deny
2356,drop
16308,allow
49210,drop
28333,allow
9287,deny
40221,deny
47905,allow
26786,allow
60681,drop
64539,drop
30501,drop
17090,deny
46948,drop
12749,allow
59895,deny
23373,allow
17730,allow
42549,deny
29852,allow
24662,allow
27953,allow
39463,deny
41687,allow
47670,allow
50193,allow
27912,allow
10294,allow
35720,deny
56589,allow
15872,allow
5861,allow
19382,allow
48335,deny
31508,drop
56026,allow
15300,allow
9501,allow
52589,drop
29780,allow
46047,deny
9657,drop
54841,allow
2084,allow
5360,allow
45659,allow
3265,drop
48365,allow
11770,allow
59610,allow
18947,allow
62490,allow
39834,drop
53961,deny
3026,allow
17491,allow
51726,drop
49049,drop
52284,allow
1228,allow
57340,deny
3680,deny
49509,allow
33844,drop
37749,allow
61309,allow
32973,drop
7663,deny
32820,allow
47333,allow
34048,allow
32596,deny
61874,drop
2712,deny
23088,allow
55852,allow
52623,allow
4711,drop
8662,allow
24637,allow
33112,deny
52944,allow
50820,allow
47991,allow
45469,allow
55282,deny
43146,deny
53739,drop
2585,allow
11736,allow
40957,deny
64926,allow
31870,allow
60955,drop
41877,allow
6898,allow
33370,drop
62263,drop
33704,allow
40743,drop
44562,allow
2933,deny
46883,allow
30956,deny
60607,drop
54119,drop
4652,deny
62350,allow
10558,allow
46926,allow
6386,drop
50943,allow
30210,allow
29880,allow
10814,allow
23298,drop
39174,allow
2952,deny
39702,allow
44258,allow
27688,deny
47875,allow
9993,deny
43414,allow
62414,deny
47604,deny
64832,allow
61065,allow
21942,allow
27754,allow
54588,allow
8226,allow
29968,drop
53929,deny
57431,allow
49586,allow
48220,allow
59914,allow
23634,drop
19815,allow
23296,drop
35113,allow
27225,allow
10973,drop
21485,deny
26681,allow
64010,deny
37873,allow
55125,allow
2624,allow
2890,allow
59630,allow
50439,drop
33085,allow
7853,deny
5359,allow
46793,allow
43463,allow
34342,drop
24826,drop
20375,allow
44441,drop
37479,allow
19516,allow
44124,allow
38290,allow
25927,deny
16376,allow
39420,deny
3152,allow
4545,allow
62316,allow
47786,allow
4263,deny
19685,deny
22492,drop
65126,allow
13634,drop
64612,deny
24899,allow
21075,allow
22161,allow
49525,drop
63870,deny
11274,allow
11640,allow
60394,allow
28725,deny
18118,allow
1795,drop
38293,allow
22506,allow
60670,deny
6265,allow
36265,allow
4305,allow
6693,deny
5807,drop
26065,allow
20598,allow
15021,allow
51285,allow
56973,allow
7264,deny
14778,deny
39029,reset-both
17712,allow
35857,allow
278,drop
62050,allow
52679,allow
1121,allow
17558,allow
23760,deny
46121,allow
53740,deny
8730,allow
9431,allow
59788,allow
8121,allow
35067,drop
48177,drop
20362,allow
52355,allow
14461,deny
60642,drop
14824,drop
41528,deny
39205,deny
52446,deny
59931,drop
38740,drop
34044,allow
32918,drop
9639,drop
61079,allow
835,allow
9026,allow
14450,drop
48641,deny
50106,deny
56611,allow
63802,allow
30942,drop
29299,allow
3856,allow
22789,deny
17464,deny
38863,allow
19602,drop
18381,allow
54038,deny
32054,drop
28686,allow
50121,drop
54198,allow
59627,allow
19405,allow
5674,deny
44320,deny
55593,allow
31896,allow
46588,allow
7084,deny
13340,allow
28008,drop
45867,allow
55373,allow
40133,allow
43768,allow
32065,drop
30408,deny
14788,allow
25254,allow
45692,deny
60407,allow
7260,deny
4806,allow
55067,allow
8622,deny
44758,allow
3945,allow
57519,deny
12626,allow
63962,deny
2694,drop
38985,allow
48264,allow
22101,deny
43925,deny
19014,deny
43670,deny
61365,deny
25053,allow
46025,deny
53230,drop
25407,deny
4440,allow
20177,allow
5492,allow
30650,allow
10585,allow
16190,deny
45044,allow
29936,deny
1802,drop
24510,allow
56200,drop
64992,drop
48263,allow
28679,allow
55730,drop
8593,allow
17979,drop
64338,allow
56143,allow
20968,deny
12381,deny
19595,drop
39045,deny
42418,drop
32175,allow
44290,allow
37189,allow
47086,allow
32393,allow
8920,allow
17549,allow
46520,allow
44912,allow
19920,allow
40832,allow
51553,drop
5893,allow
12889,allow
29726,allow
14224,allow
26167,allow
33369,drop
42630,deny
37260,allow
49659,allow
4252,drop
52392,deny
22094,deny
32571,drop
28167,allow
61208,allow
40952,drop
48129,deny
52691,allow
39583,allow
51719,deny
58330,deny
62194,drop
24948,allow
4772,allow
11503,allow
52182,deny
11402,drop
20050,allow
56266,drop
62235,deny
57441,allow
52473,deny
62748,allow
24442,deny
57061,allow
64067,allow
41291,allow
16593,allow
32324,allow
16534,allow
20286,drop
19305,deny
53288,drop
27656,deny
21741,deny
2483,allow
54982,deny
30125,allow
32057,drop
11405,drop
710,allow
64419,allow
30874,allow
32860,allow
14380,deny
32855,allow
46773,allow
42499,drop
9706,deny
10658,deny
59185,allow
54920,allow
32433,allow
8637,allow
43056,allow
9017,allow
26584,allow
37310,allow
60896,allow
35877,drop
50831,allow
11372,drop
6387,drop
58693,drop
6214,allow
36788,allow
54644,allow
31942,allow
41678,allow
9806,deny
56299,drop
43353,deny
4530,allow
15965,deny
10725,allow
47899,allow
51020,drop
15087,allow
50794,drop
42073,deny
12509,deny
3465,allow
51912,allow
39758,allow
59529,deny
36028,allow
19605,deny
657,drop
53402,allow
5633,deny
11638,allow
22652,allow
32655,allow
55957,allow
54568,deny
59298,allow
36310,allow
12474,deny
34664,allow
34092,allow
52891,drop
43452,allow
23052,allow
33888,allow
34040,allow
51718,drop
35940,allow
43188,deny
62946,allow
62479,allow
57418,deny
23045,allow
12492,deny
8914,deny
18261,allow
21724,drop
45853,allow
58410,deny
59933,drop
30452,drop
19859,drop
10533,drop
26041,allow
43214,drop
26893,drop
16012,deny
10183,allow
6449,deny
3493,allow
6216,allow
37988,allow
19796,allow
37120,deny
30169,allow
52764,drop
6922,allow
14177,allow
8619,drop
20915,allow
51801,drop
22801,deny
64865,allow
47771,allow
21426,allow
45130,drop
16555,allow
11691,allow
44008,deny
48943,allow
30764,allow
47956,allow
4990,allow
57965,drop
14723,allow
14221,allow
1603,allow
22615,allow
29668,allow
56945,allow
39879,drop
42445,deny
17862,allow
9629,drop
37249,allow
2887,allow
39957,drop
54904,allow
50089,deny
47667,allow
8047,deny
3696,deny
23320,allow
7558,allow
26394,deny
43944,deny
18100,allow
20829,deny
60919,drop
1784,drop
12069,allow
47173,allow
160,deny
8428,deny
50929,allow
58691,drop
53825,allow
36923,allow
7079,deny
7886,deny
38733,deny
12080,allow
35665,drop
36876,allow
25458,allow
11584,drop
46037,drop
55399,allow
26462,deny
61689,deny
59043,drop
32195,allow
62359,allow
10591,allow
16313,allow
55629,allow
57350,drop
52954,allow
41228,allow
38433,allow
63994,drop
51958,allow
28125,allow
42343,allow
59047,deny
61676,allow
9172,deny
63121,deny
14954,deny
16291,allow
56053,allow
3682,deny
35377,drop
32277,deny
7261,deny
64074,allow
9428,allow
26498,deny
44983,allow
33562,allow
9871,allow
12273,allow
15870,allow
21418,allow
43548,allow
5287,deny
20400,allow
31811,allow
18893,allow
33904,deny
42408,drop
7651,deny
46273,allow
25560,drop
4822,allow
24361,drop
8591,allow
20978,drop
53885,allow
57953,allow
6383,deny
26805,allow
4255,deny
51538,allow
34095,allow
52161,deny
62435,drop
33205,allow
47261,allow
17583,allow
22367,allow
15931,deny
30146,deny
9422,allow
39461,deny
48361,allow
62326,allow
35700,deny
20613,allow
39590,allow
61831,allow
61892,deny
9435,allow
32342,allow
33555,allow
1282,allow
57416,deny
43892,allow
42477,drop
30673,allow
21999,deny
38391,allow
42851,deny
36866,allow
43938,deny
20474,allow
9042,allow
27237,drop
23002,allow
18273,allow
52847,drop
31075,drop
18233,allow
27457,drop
19883,deny
20818,drop
26752,allow
3246,deny
45358,allow
22883,deny
48489,allow
38226,allow
60556,drop
3944,allow
35525,allow
1174,allow
19290,deny
62169,allow
4313,allow
50105,deny
8998,allow
7129,deny
8060,drop
15313,allow
57642,allow
10114,allow
65510,allow
28821,drop
13443,allow
34244,allow
59219,allow
22543,allow
41093,allow
23254,drop
11685,allow
23578,drop
34922,drop
25583,allow
33892,drop
5545,allow
52999,allow
12236,allow
28214,allow
14727,allow
59330,allow
29062,allow
37838,allow
54090,allow
35460,drop
51264,allow
16629,drop
28635,allow
37958,allow
21413,allow
39949,deny
46964,drop
48188,deny
4414,allow
20204,deny
43175,deny
55782,drop
37885,allow
19759,allow
35592,allow
30003,deny
51086,drop
6805,deny
26414,deny
56284,deny
46800,allow
5383,deny
40202,deny
33775,allow
62191,drop
8384,drop
64929,allow
40772,allow
16211,allow
7312,deny
61146,allow
35339,drop
56124,allow
5634,drop
514,allow
47686,allow
31697,allow
38132,drop
9370,allow
62861,deny
46191,allow
53675,deny
2510,allow
53529,allow
7040,deny
4616,drop
25900,drop
48957,allow
35492,allow
8769,deny
31323,allow
43091,allow
44961,allow
23606,deny
45276,allow
36202,allow
64897,allow
36824,allow
5973,deny
51668,deny
62878,drop
7290,deny
44469,allow
7281,deny
42783,allow
46542,allow
15571,deny
25242,allow
1176,allow
59608,allow
9064,allow
32203,allow
50252,deny
47179,allow
20736,deny
30025,drop
2723,deny
15118,allow
1897,drop
33324,deny
40552,drop
22128,deny
63838,drop
59810,deny
61170,allow
60486,allow
43919,deny
9606,deny
62839,drop
26152,allow
1045,allow
50701,drop
11615,allow
15905,deny
45958,deny
53195,deny
58595,allow
7001,deny
34443,allow
63404,allow
63405,allow
53685,allow
21116,allow
45266,allow
50109,deny
12597,allow
40800,allow
33262,allow
58537,allow
41407,drop
49531,drop
5183,deny
56692,allow
1553,allow
63755,allow
12914,allow
52183,deny
26296,allow
56485,allow
1319,drop
6785,drop
61290,drop
39816,deny
7217,deny
29113,drop
54253,allow
